,msoa_code,name,ethnicity_white_2011,ethnicity_mixed_2011,ethnicity_asian_2011,ethnicity_black_2011,ethnicity_other_2011,ethnicity_bame_2011,perc_ethnicity_white_2011,perc_ethnicity_mixed_2011,perc_ethnicity_asian_2011,perc_ethnicity_black_2011,perc_ethnicity_other_2011,perc_ethnicity_bame_2011,uk_born_2011,not_uk_born_2011,perc_uk_born_2011,perc_not_uk_born_2011,language_has_not_+16_english_speaker_2011,language_has_not_+16_english_speaker_2011,perc_language_has_not_+16_english_speaker_2011,perc_language_has_not_+16_english_speaker_2011,religion_christian_2011,religion_buddhist_2011,religion_hindu_2011,religion_jewish_2011,religion_muslim_2011,religion_sikh_2011,religion_other_religion_2011,religion_no_religion_2011,religion_religion_not_stated_2011,perc_religion_christian_2011,perc_religion_buddhist_2011,perc_religion_hindu_2011,perc_religion_jewish_2011,perc_religion_muslim_2011,perc_religion_sikh_2011,perc_religion_other_religion_2011,perc_religion_no_religion_2011,perc_religion_religion_not_stated_2011,median_house_price_2005,median_house_price_2006,median_house_price_2007,median_house_price_2008,median_house_price_2009,median_house_price_2010,median_house_price_2011,median_house_price_2012,median_house_price_2013,sales_house_price_2005,sales_house_price_2006,sales_house_price_2007,sales_house_price_2008,sales_house_price_2009,sales_house_price_2010,sales_house_price_2011,sales_house_price_2011,sales_house_price_2013,qualification_no_qualification_2011,qualification_level_1_2011,qualification_level_2_2011,qualification_apprenticeship_2011,qualification_level_3_2011,qualification_level_4_2011,qualification_other_qualifications_2011,qualification_students_2011,economic_activity_active_total_2011,economic_activity_active_unemployed_2011,economic_activity_inactive_total_2011,perc_economic_activity_active_2011,unemployment_rate_2011,perc_economic_activity_inactive_total_2011
727,E02000727,Newham 014,801,210,6367,755,172,7504,9.6,2.5,76.7,9.1,2.1,90.4,3018,5287,36.3,63.7,1351,900,60.0,40.0,1346,36,1871,5,4052,305,46,219,425,16.2,0.4,22.5,0.1,48.8,3.7,0.6,2.6,5.1,196000,215000,221250,200000,175000,216000,215000,233000,235000,88,77,84,36,25,31,28,22,29,1261,704,645,29,591,2065,1218,1328,4043,387,2261,64.1,9.6,35.9
728,E02000728,Newham 015,1199,213,5949,564,302,7028,14.6,2.6,72.3,6.9,3.7,85.4,2927,5300,35.6,64.4,1291,946,57.7,42.3,1993,79,2438,7,2654,408,18,285,345,24.2,1.0,29.6,0.1,32.3,5.0,0.2,3.5,4.2,206750,220000,235000,235000,218000,229750,235000,221250,215500,96,115,116,53,31,48,35,34,40,1143,717,650,49,551,2024,1180,1009,3937,391,2159,64.6,9.9,35.4
729,E02000729,Newham 016,2099,285,3124,1274,298,4981,29.6,4.0,44.1,18.0,4.2,70.4,3229,3851,45.6,54.4,1546,661,70.0,30.0,2626,40,497,11,2434,205,45,673,549,37.1,0.6,7.0,0.2,34.4,2.9,0.6,9.5,7.8,220000,222500,237500,245000,205000,250000,249950,185610,267500,66,90,48,35,28,29,29,18,40,1150,582,640,55,590,1662,913,730,3649,342,1713,68.1,9.4,31.9
730,E02000730,Newham 017,965,182,6666,974,205,8027,10.7,2.0,74.1,10.8,2.3,89.3,3401,5591,37.8,62.2,1538,905,63.0,37.0,1531,53,1815,8,4251,369,48,276,641,17.0,0.6,20.2,0.1,47.3,4.1,0.5,3.1,7.1,210000,197000,225000,240000,240000,230000,240000,176500,227500,66,62,84,42,19,23,35,24,25,1520,781,733,44,635,2224,1254,1405,4305,453,2613,62.2,10.5,37.8
731,E02000731,Newham 018,1507,243,7109,879,335,8566,15.0,2.4,70.6,8.7,3.3,85.0,3548,6525,35.2,64.8,1721,1104,60.9,39.1,2518,70,1990,3,4280,294,30,344,544,25.0,0.7,19.8,0.0,42.5,2.9,0.3,3.4,5.4,202500,220000,236500,226250,189000,213000,220000,230000,230000,98,116,93,64,38,31,57,41,33,1450,831,770,49,691,2728,1370,1493,4895,434,2684,64.6,8.9,35.4
732,E02000732,Newham 019,1278,300,4337,1308,343,6288,16.9,4.0,57.3,17.3,4.5,83.1,3373,4193,44.6,55.4,1498,828,64.4,35.6,2234,44,1017,3,3316,132,13,365,442,29.5,0.6,13.4,0.0,43.8,1.7,0.2,4.8,5.8,190000,205000,216500,230000,190000,202500,212500,210000,222000,48,70,84,34,23,36,22,21,25,1390,696,590,54,533,1490,890,921,3323,415,2091,61.4,12.5,38.6
733,E02000733,Newham 020,3190,699,2747,2716,402,6564,32.7,7.2,28.2,27.8,4.1,67.3,4908,4846,50.3,49.7,2590,875,74.7,25.3,4979,98,352,10,2388,81,26,1150,670,51.0,1.0,3.6,0.1,24.5,0.8,0.3,11.8,6.9,194998,201000,226000,210000,190000,206500,221500,228750,220000,90,85,118,45,39,50,48,56,55,1667,903,895,104,725,2126,1115,1027,4944,530,2311,68.1,10.7,31.9
734,E02000734,Newham 021,2359,467,2469,2131,216,5283,30.9,6.1,32.3,27.9,2.8,69.1,3751,3891,49.1,50.9,1972,700,73.8,26.2,3503,65,301,13,2263,49,31,777,640,45.8,0.9,3.9,0.2,29.6,0.6,0.4,10.2,8.4,199995,217000,222500,193498,206500,238750,192500,240000,250000,65,56,73,28,24,28,24,29,23,1272,666,736,50,557,1682,847,821,3776,425,1805,67.7,11.3,32.3
735,E02000735,Newham 022,1638,287,4128,1255,274,5944,21.6,3.8,54.4,16.6,3.6,78.4,3093,4489,40.8,59.2,1545,810,65.6,34.4,2759,77,620,5,3082,143,18,460,418,36.4,1.0,8.2,0.1,40.6,1.9,0.2,6.1,5.5,175000,196000,225000,196500,176500,208000,195000,222000,192000,101,93,98,44,31,45,31,35,41,1336,622,618,56,567,1683,1045,993,3634,363,1988,64.6,10.0,35.4
736,E02000736,Newham 023,2123,378,3995,1727,348,6448,24.8,4.4,46.6,20.1,4.1,75.2,4194,4377,48.9,51.1,1769,805,68.7,31.3,3335,58,1090,7,2856,117,23,581,504,38.9,0.7,12.7,0.1,33.3,1.4,0.3,6.8,5.9,190000,205000,224995,222500,175000,197500,208000,201000,210000,118,156,167,69,29,31,50,43,48,1464,915,767,66,589,1548,866,872,3755,443,2167,63.4,11.8,36.6
737,E02000737,Newham 024,2804,449,4160,1622,399,6630,29.7,4.8,44.1,17.2,4.2,70.3,4730,4704,50.1,49.9,2235,833,72.8,27.2,4027,58,868,11,3093,168,20,673,516,42.7,0.6,9.2,0.1,32.8,1.8,0.2,7.1,5.5,197000,210000,225000,221000,183000,209995,195000,210000,208500,130,186,141,99,51,49,54,49,60,1529,860,873,120,655,1838,1056,855,4309,426,2269,65.5,9.9,34.5
738,E02000738,Newham 025,2295,365,4281,1188,338,6172,27.1,4.3,50.6,14.0,4.0,72.9,4003,4464,47.3,52.7,1801,762,70.3,29.7,3384,66,710,16,3029,198,12,584,468,40.0,0.8,8.4,0.2,35.8,2.3,0.1,6.9,5.5,200000,215000,229995,220000,190000,216000,223350,216000,226000,147,175,147,69,57,51,42,44,51,1279,760,733,80,561,1880,1009,933,4123,341,1950,67.9,8.3,32.1
739,E02000739,Newham 026,2163,350,2459,1653,269,4731,31.4,5.1,35.7,24.0,3.9,68.6,3158,3736,45.8,54.2,1626,660,71.1,28.9,3388,53,218,3,2076,72,34,614,436,49.1,0.8,3.2,0.0,30.1,1.0,0.5,8.9,6.3,185000,202000,230000,220000,200000,216500,220000,202000,216500,85,87,108,41,29,36,23,33,38,1153,632,649,75,528,1473,849,729,3563,374,1594,69.1,10.5,30.9
740,E02000740,Newham 027,2588,426,1524,2055,186,4191,38.2,6.3,22.5,30.3,2.7,61.8,3515,3264,51.9,48.1,1940,616,75.9,24.1,3741,89,171,8,1299,30,27,935,479,55.2,1.3,2.5,0.1,19.2,0.4,0.4,13.8,7.1,187000,191250,205000,205000,173000,198000,215750,192250,200000,95,76,76,35,20,25,24,32,37,1169,642,643,61,514,1424,791,671,3523,458,1554,69.4,13.0,30.6
741,E02000741,Newham 028,2773,366,2957,1851,314,5488,33.6,4.4,35.8,22.4,3.8,66.4,4136,4125,50.1,49.9,2010,757,72.6,27.4,4142,99,309,9,2318,88,23,770,503,50.1,1.2,3.7,0.1,28.1,1.1,0.3,9.3,6.1,180000,193000,220000,220000,175000,191000,195000,186250,210000,145,162,136,63,38,44,41,48,54,1367,804,736,88,580,1613,959,787,4013,435,1891,68.0,10.8,32.0
742,E02000742,Newham 029,2598,472,2759,1878,298,5407,32.5,5.9,34.5,23.5,3.7,67.5,4273,3732,53.4,46.6,1838,660,73.6,26.4,3783,60,392,4,2473,101,29,698,465,47.3,0.7,4.9,0.0,30.9,1.3,0.4,8.7,5.8,185000,195000,222000,212500,185000,204000,203000,207000,205000,141,167,159,67,51,62,55,37,57,1368,773,728,85,553,1414,822,655,3641,395,1788,67.1,10.8,32.9
743,E02000743,Newham 030,2992,436,1789,2462,187,4874,38.0,5.5,22.7,31.3,2.4,62.0,4045,3821,51.4,48.6,2209,684,76.4,23.6,4450,80,152,3,1617,29,35,898,602,56.6,1.0,1.9,0.0,20.6,0.4,0.4,11.4,7.7,157500,174000,193000,200000,166500,188000,168500,220000,229500,70,83,95,66,14,25,30,77,68,1641,744,740,69,550,1316,948,728,3734,515,1966,65.5,13.8,34.5
744,E02000744,Newham 031,3577,410,1742,2015,285,4452,44.6,5.1,21.7,25.1,3.5,55.4,4260,3769,53.1,46.9,2225,717,75.6,24.4,4610,61,192,3,1530,34,21,1048,530,57.4,0.8,2.4,0.0,19.1,0.4,0.3,13.1,6.6,169000,185000,220000,200000,161500,163000,167500,190000,183000,124,147,121,75,36,47,37,90,61,1564,787,721,78,537,1404,932,656,3878,445,1884,67.3,11.5,32.7
745,E02000745,Newham 032,3456,420,1883,2117,265,4685,42.5,5.2,23.1,26.0,3.3,57.5,4090,4051,50.2,49.8,2075,707,74.6,25.4,4702,159,270,14,1326,46,30,1046,548,57.8,2.0,3.3,0.2,16.3,0.6,0.4,12.8,6.7,187500,206000,220500,210000,195000,217000,218500,228000,225000,109,154,118,39,37,51,45,32,47,1374,731,777,69,635,1610,1028,649,4297,419,1767,70.9,9.8,29.1
746,E02000746,Newham 033,3114,387,2010,1648,223,4268,42.2,5.2,27.2,22.3,3.0,57.8,3828,3554,51.9,48.1,1922,652,74.7,25.3,3673,80,316,9,1569,55,32,1130,518,49.8,1.1,4.3,0.1,21.3,0.7,0.4,15.3,7.0,200000,237200,245000,250000,250000,248000,250000,249000,235000,119,143,125,86,68,85,69,22,33,1142,694,692,64,750,1645,840,1044,3734,370,1931,65.9,9.9,34.1
747,E02000747,Newham 034,4921,634,2252,2377,462,5725,46.2,6.0,21.2,22.3,4.3,53.8,5448,5198,51.2,48.8,3330,1041,76.2,23.8,5839,122,455,13,1422,81,32,1967,715,54.8,1.1,4.3,0.1,13.4,0.8,0.3,18.5,6.7,302498,248995,250000,286950,215000,260000,219000,223000,246500,280,335,283,450,80,140,45,73,129,1820,824,914,87,687,3293,1088,1011,6033,532,2368,71.8,8.8,28.2
748,E02000748,Newham 035,3339,315,1238,1184,164,2901,53.5,5.0,19.8,19.0,2.6,46.5,2972,3268,47.6,52.4,1529,701,68.6,31.4,3677,88,164,6,833,44,23,951,454,58.9,1.4,2.6,0.1,13.3,0.7,0.4,15.2,7.3,176000,185000,219000,222500,175000,190000,190000,206750,235000,150,165,148,38,26,39,39,44,41,836,555,642,55,510,1361,839,703,3295,284,1360,70.8,8.6,29.2
749,E02000749,Newham 036,3812,468,1079,2560,264,4371,46.6,5.7,13.2,31.3,3.2,53.4,4734,3449,57.9,42.1,2388,634,79.0,21.0,5068,30,125,15,1226,10,21,1129,559,61.9,0.4,1.5,0.2,15.0,0.1,0.3,13.8,6.8,177500,188500,215000,200000,174997,187000,180000,202500,202000,83,80,106,45,26,31,23,24,87,1754,730,805,99,604,1329,758,649,3823,447,1987,65.8,11.7,34.2
750,E02000750,Newham 037,4903,631,2183,2597,365,5776,45.9,5.9,20.4,24.3,3.4,54.1,5525,5154,51.7,48.3,3443,927,78.8,21.2,5755,110,537,20,1415,82,38,1969,753,53.9,1.0,5.0,0.2,13.3,0.8,0.4,18.4,7.1,205000,223500,249995,250000,225000,236750,242000,246500,252500,196,262,318,98,56,82,107,150,258,1190,724,840,90,911,3596,1078,867,6442,525,1816,78.0,8.1,22.0
751,E02000751,Redbridge 001,8219,353,1405,312,133,2203,78.9,3.4,13.5,3.0,1.3,21.1,8459,1963,81.2,18.8,4088,189,95.6,4.4,5974,60,471,699,504,175,46,1697,796,57.3,0.6,4.5,6.7,4.8,1.7,0.4,16.3,7.6,300000,317500,337500,381250,410000,400000,398500,387000,457500,220,269,238,116,135,165,158,155,160,1299,951,1225,172,933,3598,475,303,5438,201,2070,72.4,3.7,27.6
752,E02000752,Redbridge 002,4821,371,859,686,78,1994,70.7,5.4,12.6,10.1,1.1,29.3,5316,1499,78.0,22.0,2579,285,90.0,10.0,3944,30,196,207,572,78,10,1319,459,57.9,0.4,2.9,3.0,8.4,1.1,0.1,19.4,6.7,179500,185000,205250,212000,181250,209995,205000,218000,220000,125,130,136,67,66,65,57,71,73,1650,841,767,122,524,968,415,241,3150,296,1602,66.3,9.4,33.7
753,E02000753,Redbridge 003,4271,307,921,530,109,1867,69.6,5.0,15.0,8.6,1.8,30.4,4766,1372,77.6,22.4,2180,240,90.1,9.9,3301,41,278,272,546,93,20,1133,454,53.8,0.7,4.5,4.4,8.9,1.5,0.3,18.5,7.4,180000,199998,220250,230000,200000,232000,217000,216500,231000,125,154,140,53,68,42,69,64,83,1235,742,727,111,423,1063,380,235,2935,238,1324,68.9,8.1,31.1
754,E02000754,Redbridge 004,4586,329,939,484,102,1854,71.2,5.1,14.6,7.5,1.6,28.8,4948,1492,76.8,23.2,2365,242,90.7,9.3,3787,55,226,105,507,41,17,1283,419,58.8,0.9,3.5,1.6,7.9,0.6,0.3,19.9,6.5,245000,248250,290000,285000,290000,292875,293250,307500,327000,129,156,130,79,67,82,78,87,94,973,706,715,126,538,1664,413,235,3503,209,1258,73.6,6.0,26.4
755,E02000755,Redbridge 005,3794,290,689,386,59,1424,72.7,5.6,13.2,7.4,1.1,27.3,4188,1030,80.3,19.7,1999,152,92.9,7.1,3127,17,186,150,387,36,18,900,397,59.9,0.3,3.6,2.9,7.4,0.7,0.3,17.2,7.6,230000,235500,250000,242000,237500,241000,250000,248500,250000,93,130,95,73,66,63,61,53,75,883,639,628,141,512,1121,264,167,2794,187,1052,72.6,6.7,27.4
756,E02000756,Redbridge 006,8217,465,2843,842,263,4413,65.1,3.7,22.5,6.7,2.1,34.9,9458,3172,74.9,25.1,4444,522,89.5,10.5,6044,85,1039,1035,1240,371,38,1897,881,47.9,0.7,8.2,8.2,9.8,2.9,0.3,15.0,7.0,218158,235000,255000,250000,227000,265000,249995,260000,265000,263,334,308,154,149,176,153,138,157,2119,1555,1576,251,1110,2547,839,488,6572,423,2698,70.9,6.4,29.1
757,E02000757,Redbridge 007,8461,605,1753,515,182,3055,73.5,5.3,15.2,4.5,1.6,26.5,8969,2547,77.9,22.1,4630,339,93.2,6.8,5810,73,475,541,857,122,63,2695,880,50.5,0.6,4.1,4.7,7.4,1.1,0.5,23.4,7.6,244000,281000,300000,282500,250000,270000,270000,285000,320000,343,287,273,291,167,192,219,186,188,1160,966,1215,174,1000,4360,541,365,6864,310,1833,78.9,4.5,21.1
758,E02000758,Redbridge 008,2911,223,2033,592,194,3042,48.9,3.7,34.2,9.9,3.3,51.1,4147,1806,69.7,30.3,1907,252,88.3,11.7,2322,47,767,519,975,394,19,573,337,39.0,0.8,12.9,8.7,16.4,6.6,0.3,9.6,5.7,247500,247500,302500,263250,245000,278000,266875,281000,286000,81,125,108,60,65,79,54,57,61,1092,660,705,96,505,1280,384,271,2846,227,1411,66.9,8.0,33.1
759,E02000759,Redbridge 009,7564,700,2232,1263,285,4480,62.8,5.8,18.5,10.5,2.4,37.2,8645,3399,71.8,28.2,4166,537,88.6,11.4,6147,111,453,299,1590,213,40,2316,875,51.0,0.9,3.8,2.5,13.2,1.8,0.3,19.2,7.3,243500,246250,293500,250000,258750,286000,302000,315000,302000,206,323,218,130,128,159,128,133,159,1483,1159,1232,227,1026,3445,732,448,6580,434,2198,75.0,6.6,25.0
760,E02000760,Redbridge 010,3737,296,2166,566,192,3220,53.7,4.3,31.1,8.1,2.8,46.3,4947,2010,71.1,28.9,2305,308,88.2,11.8,2841,62,759,636,1039,289,37,803,491,40.8,0.9,10.9,9.1,14.9,4.2,0.5,11.5,7.1,235000,247125,291250,290000,235000,250000,270000,262500,250000,109,170,206,95,67,71,63,70,85,1274,724,810,117,572,1404,505,313,3306,255,1516,68.6,7.7,31.4
761,E02000762,Redbridge 012,2360,202,3167,368,193,3930,37.5,3.2,50.3,5.9,3.1,62.5,3910,2380,62.2,37.8,1798,289,86.2,13.8,1552,49,1266,778,1398,378,31,360,478,24.7,0.8,20.1,12.4,22.2,6.0,0.5,5.7,7.6,279995,286000,299950,330000,305000,339950,282500,327000,362500,97,98,129,75,60,61,58,55,68,880,604,720,93,533,1773,500,450,3140,213,1437,68.6,6.8,31.4
762,E02000763,Redbridge 013,2757,295,2987,680,209,4171,39.8,4.3,43.1,9.8,3.0,60.2,4371,2557,63.1,36.9,1990,395,83.4,16.6,2598,24,1297,291,1235,333,43,636,471,37.5,0.3,18.7,4.2,17.8,4.8,0.6,9.2,6.8,225000,235000,250000,261250,235000,250000,244500,250000,246000,91,136,112,52,53,56,54,53,54,1038,661,749,93,572,1631,551,387,3425,256,1478,69.9,7.5,30.1
763,E02000764,Redbridge 014,8282,529,2370,495,189,3583,69.8,4.5,20.0,4.2,1.6,30.2,8638,3227,72.8,27.2,5018,417,92.3,7.7,5766,111,700,518,1057,257,65,2470,921,48.6,0.9,5.9,4.4,8.9,2.2,0.5,20.8,7.8,228500,250000,290000,270000,246500,285500,262500,276000,305000,272,343,255,158,142,182,197,182,169,1495,840,1038,168,800,5026,669,370,6737,289,2099,76.2,4.3,23.8
764,E02000765,Redbridge 015,2149,235,3377,385,173,4170,34.0,3.7,53.4,6.1,2.7,66.0,3595,2724,56.9,43.1,1743,447,79.6,20.4,1716,61,1302,544,1402,391,44,460,399,27.2,1.0,20.6,8.6,22.2,6.2,0.7,7.3,6.3,249995,268000,249945,227500,245000,295000,282500,284995,335000,88,87,211,99,44,61,54,61,43,853,568,633,80,511,1761,543,374,3091,213,1402,68.8,6.9,31.2
765,E02000767,Redbridge 017,2871,279,3727,549,190,4745,37.7,3.7,48.9,7.2,2.5,62.3,4591,3025,60.3,39.7,2133,487,81.4,18.6,2479,70,1628,575,1380,380,17,572,515,32.5,0.9,21.4,7.5,18.1,5.0,0.2,7.5,6.8,240000,231500,255000,250000,245000,246500,270000,267500,264000,148,131,142,72,56,59,63,53,66,1159,754,749,87,613,1956,585,435,3748,273,1630,69.7,7.3,30.3
766,E02000768,Redbridge 018,3944,269,1070,305,72,1716,69.7,4.8,18.9,5.4,1.3,30.3,4330,1330,76.5,23.5,2102,138,93.8,6.2,2963,30,230,120,544,150,35,1136,452,52.3,0.5,4.1,2.1,9.6,2.7,0.6,20.1,8.0,326500,325000,418120,399000,350000,409750,417500,421250,490000,89,127,82,54,51,72,83,86,83,632,446,556,64,415,2165,287,195,3083,132,1063,74.4,4.3,25.6
767,E02000769,Redbridge 019,6145,799,4646,2365,302,8112,43.1,5.6,32.6,16.6,2.1,56.9,9746,4511,68.4,31.6,4481,679,86.8,13.2,6742,45,1156,157,2766,795,69,1611,916,47.3,0.3,8.1,1.1,19.4,5.6,0.5,11.3,6.4,187000,215000,230000,242500,201000,225000,230000,240000,244000,368,412,399,170,104,148,133,136,117,1985,1584,1613,245,1293,3063,957,753,7153,566,2748,72.2,7.9,27.8
768,E02000770,Redbridge 020,1881,281,4490,683,227,5681,24.9,3.7,59.4,9.0,3.0,75.1,3962,3600,52.4,47.6,1830,595,75.5,24.5,2151,84,1473,193,2033,778,52,439,359,28.4,1.1,19.5,2.6,26.9,10.3,0.7,5.8,4.7,229000,240000,261500,249975,232000,250000,250000,264263,250000,122,113,148,64,61,50,51,48,58,995,696,740,68,585,1861,716,528,3523,271,1766,66.6,7.7,33.4
769,E02000772,Redbridge 022,2131,375,4261,891,288,5815,26.8,4.7,53.6,11.2,3.6,73.2,4356,3590,54.8,45.2,2010,555,78.4,21.6,2506,35,994,84,2307,938,33,593,456,31.5,0.4,12.5,1.1,29.0,11.8,0.4,7.5,5.7,220000,246000,250000,245750,164000,249748,269000,250000,274250,152,121,118,84,131,60,48,50,54,1089,695,714,87,576,1959,821,568,3664,344,1911,65.7,9.4,34.3
770,E02000773,Redbridge 023,1933,371,5602,964,328,7265,21.0,4.0,60.9,10.5,3.6,79.0,4829,4369,52.5,47.5,2145,674,76.1,23.9,2364,100,1801,227,2901,703,62,501,539,25.7,1.1,19.6,2.5,31.5,7.6,0.7,5.4,5.9,202000,240500,250000,250000,190000,225500,258750,296500,285000,191,154,172,87,109,121,42,50,48,1182,766,941,85,762,2312,786,700,4380,387,2146,67.1,8.8,32.9
771,E02000774,Redbridge 024,1396,240,4505,772,305,5822,19.3,3.3,62.4,10.7,4.2,80.7,3589,3629,49.7,50.3,1616,592,73.2,26.8,1813,58,909,33,2444,1130,69,370,392,25.1,0.8,12.6,0.5,33.9,15.7,1.0,5.1,5.4,221000,228750,249000,249973,237250,247000,245000,250000,250000,97,80,123,44,28,41,37,32,45,1028,654,696,75,568,1680,850,668,3397,346,1872,64.5,10.2,35.5
772,E02000776,Redbridge 026,1514,237,3949,547,125,4858,23.8,3.7,62.0,8.6,2.0,76.2,3411,2961,53.5,46.5,1602,429,78.9,21.1,1433,37,753,71,2768,368,32,468,442,22.5,0.6,11.8,1.1,43.4,5.8,0.5,7.3,6.9,195000,231500,242000,277500,277500,210000,255000,270000,257500,78,100,93,66,28,47,38,49,38,784,547,633,56,489,1782,553,448,3031,286,1562,66.0,9.4,34.0
773,E02000777,Redbridge 027,4132,364,854,434,99,1751,70.2,6.2,14.5,7.4,1.7,29.8,4583,1300,77.9,22.1,2188,177,92.5,7.5,3022,30,178,65,606,83,25,1403,471,51.4,0.5,3.0,1.1,10.3,1.4,0.4,23.8,8.0,272500,247500,244500,355000,365000,400000,395000,445000,431250,106,102,106,60,37,57,55,64,70,779,482,567,91,474,2054,294,212,3135,166,1191,72.5,5.3,27.5
774,E02000779,Redbridge 029,1649,281,4837,662,322,6102,21.3,3.6,62.4,8.5,4.2,78.7,3612,4139,46.6,53.4,1924,829,69.9,30.1,1810,60,1211,60,2887,632,75,508,508,23.4,0.8,15.6,0.8,37.2,8.2,1.0,6.6,6.6,180000,215000,200000,180000,191250,185000,212000,250000,168000,147,167,134,67,40,51,38,27,49,997,643,617,62,550,2175,841,594,3712,439,1879,66.4,11.8,33.6
775,E02000780,Redbridge 030,2311,475,9717,1596,567,12355,15.8,3.2,66.3,10.9,3.9,84.2,6513,8153,44.4,55.6,3007,1436,67.7,32.3,3029,58,2397,35,6267,1444,66,643,727,20.7,0.4,16.3,0.2,42.7,9.8,0.5,4.4,5.0,195000,225000,235000,212500,205000,207500,224995,200000,220000,194,369,233,128,67,187,63,78,82,1997,1215,1173,104,1021,3488,1761,1408,6465,677,3803,63.0,10.5,37.0
776,E02000781,Redbridge 031,3652,459,7916,1255,390,10020,26.7,3.4,57.9,9.2,2.9,73.3,8054,5618,58.9,41.1,3474,783,81.6,18.4,4156,50,1545,51,4724,1661,31,651,803,30.4,0.4,11.3,0.4,34.6,12.1,0.2,4.8,5.9,240000,244000,281000,260000,240000,260000,260000,250000,260500,202,233,247,170,137,119,100,80,116,2123,1279,1390,153,1082,3094,1234,968,6410,535,3154,67.0,8.3,33.0
777,E02000782,Redbridge 032,1471,281,5811,1376,350,7818,15.8,3.0,62.6,14.8,3.8,84.2,4136,5153,44.5,55.5,1868,983,65.5,34.5,2145,52,1266,30,4233,562,59,450,492,23.1,0.6,13.6,0.3,45.6,6.1,0.6,4.8,5.3,197250,207500,227250,233000,208500,212000,215000,190000,203000,98,138,108,64,92,118,37,67,52,1328,809,699,53,610,2183,1027,1004,3953,528,2383,62.4,13.4,37.6
778,E02000783,Redbridge 033,1267,325,4106,1245,312,5988,17.5,4.5,56.6,17.2,4.3,82.5,3606,3649,49.7,50.3,1580,670,70.2,29.8,1901,52,757,28,3370,364,12,398,373,26.2,0.7,10.4,0.4,46.5,5.0,0.2,5.5,5.1,205000,215000,230000,229000,184000,200000,223498,215000,224000,115,107,124,51,30,43,38,27,28,1033,695,632,47,452,1473,701,602,2886,370,1879,60.6,12.8,39.4
779,E02006800,Redbridge 034,3237,498,7350,1436,548,9832,24.8,3.8,56.2,11.0,4.2,75.2,7022,6047,53.7,46.3,3206,964,76.9,23.1,3722,84,1527,62,4382,1697,60,839,696,28.5,0.6,11.7,0.5,33.5,13.0,0.5,6.4,5.3,192500,200000,229998,190000,208500,239000,233000,216000,249998,194,251,232,97,82,82,95,76,86,1791,1262,1268,115,1034,3111,1340,982,6272,617,3213,66.1,9.8,33.9
780,E02006924,Redbridge 035,3144,384,7825,1035,392,9636,24.6,3.0,61.2,8.1,3.1,75.4,7093,5687,55.5,44.5,3285,735,81.7,18.3,2853,88,1615,612,4675,1199,87,849,802,22.3,0.7,12.6,4.8,36.6,9.4,0.7,6.6,6.3,270000,278000,317000,290000,190687,190687,325000,327500,355000,159,191,194,117,132,140,92,80,79,1788,1072,1220,109,993,3781,1194,1006,6121,492,3235,65.4,8.0,34.6
781,E02006925,Redbridge 036,3839,338,8096,626,342,9402,29.0,2.6,61.1,4.7,2.6,71.0,8107,5134,61.2,38.8,3474,628,84.7,15.3,2737,81,2844,1216,3403,1322,73,718,847,20.7,0.6,21.5,9.2,25.7,10.0,0.6,5.4,6.4,280000,285000,334998,350000,308750,335000,326750,345000,347500,200,269,220,110,76,100,110,93,107,1753,1222,1426,176,1132,3521,1111,809,6462,410,2955,68.6,6.3,31.4
782,E02000784,Richmond upon Thames 001,8828,376,660,158,277,1471,85.7,3.7,6.4,1.5,2.7,14.3,6985,3314,67.8,32.2,3880,416,90.3,9.7,6069,82,113,144,418,20,31,2463,959,58.9,0.8,1.1,1.4,4.1,0.2,0.3,23.9,9.3,433750,590000,675000,750000,727500,760000,867500,727555,1130000,218,248,220,103,126,159,152,141,168,744,471,792,71,763,4712,645,369,5368,241,2118,71.7,4.5,28.3
783,E02000785,Richmond upon Thames 002,8519,327,648,79,122,1176,87.9,3.4,6.7,0.8,1.3,12.1,6936,2759,71.5,28.5,3986,318,92.6,7.4,5436,102,133,92,197,38,67,2748,882,56.1,1.1,1.4,0.9,2.0,0.4,0.7,28.3,9.1,429750,443000,505000,549725,475000,495000,600000,623000,725000,225,306,258,96,115,195,161,157,159,462,335,652,68,692,5276,449,289,5490,201,1764,75.7,3.7,24.3
784,E02000786,Richmond upon Thames 003,9643,452,466,160,198,1276,88.3,4.1,4.3,1.5,1.8,11.7,8120,2799,74.4,25.6,4623,318,93.6,6.4,6207,102,59,124,295,19,27,3115,971,56.8,0.9,0.5,1.1,2.7,0.2,0.2,28.5,8.9,350000,362800,478250,440000,462550,477975,545000,542500,591500,299,368,286,131,214,252,245,224,216,858,600,788,87,850,5044,531,317,6329,272,1878,77.1,4.3,22.9
785,E02000787,Richmond upon Thames 004,8728,510,1020,250,260,2040,81.1,4.7,9.5,2.3,2.4,18.9,7435,3333,69.0,31.0,4345,455,90.5,9.5,5618,154,170,114,555,54,61,3008,1034,52.2,1.4,1.6,1.1,5.2,0.5,0.6,27.9,9.6,320000,355000,435000,432500,390000,445000,470000,445000,470000,302,325,304,135,121,179,168,177,225,1002,617,769,115,750,4751,633,334,6233,302,1777,77.8,4.8,22.2
