,msoa_code,name,ethnicity_white_2011,ethnicity_mixed_2011,ethnicity_asian_2011,ethnicity_black_2011,ethnicity_other_2011,ethnicity_bame_2011,perc_ethnicity_white_2011,perc_ethnicity_mixed_2011,perc_ethnicity_asian_2011,perc_ethnicity_black_2011,perc_ethnicity_other_2011,perc_ethnicity_bame_2011,uk_born_2011,not_uk_born_2011,perc_uk_born_2011,perc_not_uk_born_2011,language_has_not_+16_english_speaker_2011,language_has_not_+16_english_speaker_2011,perc_language_has_not_+16_english_speaker_2011,perc_language_has_not_+16_english_speaker_2011,religion_christian_2011,religion_buddhist_2011,religion_hindu_2011,religion_jewish_2011,religion_muslim_2011,religion_sikh_2011,religion_other_religion_2011,religion_no_religion_2011,religion_religion_not_stated_2011,perc_religion_christian_2011,perc_religion_buddhist_2011,perc_religion_hindu_2011,perc_religion_jewish_2011,perc_religion_muslim_2011,perc_religion_sikh_2011,perc_religion_other_religion_2011,perc_religion_no_religion_2011,perc_religion_religion_not_stated_2011,median_house_price_2005,median_house_price_2006,median_house_price_2007,median_house_price_2008,median_house_price_2009,median_house_price_2010,median_house_price_2011,median_house_price_2012,median_house_price_2013,sales_house_price_2005,sales_house_price_2006,sales_house_price_2007,sales_house_price_2008,sales_house_price_2009,sales_house_price_2010,sales_house_price_2011,sales_house_price_2011,sales_house_price_2013,qualification_no_qualification_2011,qualification_level_1_2011,qualification_level_2_2011,qualification_apprenticeship_2011,qualification_level_3_2011,qualification_level_4_2011,qualification_other_qualifications_2011,qualification_students_2011,economic_activity_active_total_2011,economic_activity_active_unemployed_2011,economic_activity_inactive_total_2011,perc_economic_activity_active_2011,unemployment_rate_2011,perc_economic_activity_inactive_total_2011
545,E02000546,Hounslow 021,2386,336,5973,669,386,7364,24.5,3.4,61.3,6.9,4.0,75.5,4341,5409,44.5,55.5,2038,980,67.5,32.5,2624,162,1922,6,2509,1254,100,711,462,26.9,1.7,19.7,0.1,25.7,12.9,1.0,7.3,4.7,203995,227000,230000,210000,245000,230000,203000,240000,243475,135,164,115,52,28,57,63,45,48,1224,892,828,88,727,2488,1266,713,5101,392,2095,70.9,7.7,29.1
546,E02000547,Hounslow 022,5639,361,2544,596,220,3721,60.2,3.9,27.2,6.4,2.4,39.8,6117,3243,65.4,34.6,2972,575,83.8,16.2,4630,152,696,5,981,574,44,1654,624,49.5,1.6,7.4,0.1,10.5,6.1,0.5,17.7,6.7,177500,192000,223750,217000,195000,217000,209000,222000,229000,132,183,182,99,58,82,91,71,95,1826,1206,1010,180,651,1615,895,406,4967,278,1896,72.4,5.6,27.6
547,E02000548,Hounslow 023,6126,347,1772,673,185,2977,67.3,3.8,19.5,7.4,2.0,32.7,6429,2674,70.6,29.4,3003,536,84.9,15.1,4728,74,452,4,967,343,24,1981,530,51.9,0.8,5.0,0.0,10.6,3.8,0.3,21.8,5.8,175000,175000,204980,220000,200750,218000,186000,171000,220000,115,157,236,59,54,77,81,91,83,1764,1244,1007,183,687,1324,847,345,4799,346,1736,73.4,7.2,26.6
548,E02000549,Hounslow 024,6913,433,2843,541,287,4104,62.7,3.9,25.8,4.9,2.6,37.3,7312,3705,66.4,33.6,3320,617,84.3,15.7,5653,183,821,8,1240,454,40,1918,700,51.3,1.7,7.5,0.1,11.3,4.1,0.4,17.4,6.4,200500,209975,230000,220000,210000,230000,230000,224500,240000,132,180,201,95,97,109,83,108,99,2183,1337,1213,229,836,1885,1126,494,5832,361,2221,72.4,6.2,27.6
549,E02000550,Hounslow 025,6390,496,2370,934,213,4013,61.4,4.8,22.8,9.0,2.0,38.6,6775,3628,65.1,34.9,3093,747,80.5,19.5,5124,113,938,6,1061,229,44,2218,670,49.3,1.1,9.0,0.1,10.2,2.2,0.4,21.3,6.4,185000,197500,228000,230000,195000,208250,197000,200000,217000,209,326,215,110,50,76,65,84,92,1695,1254,996,139,709,2005,920,391,5510,399,1955,73.8,7.2,26.2
550,E02000551,Hounslow 026,5498,413,1653,835,215,3116,63.8,4.8,19.2,9.7,2.5,36.2,5839,2775,67.8,32.2,2762,532,83.8,16.2,4310,66,318,4,1193,239,35,1831,618,50.0,0.8,3.7,0.0,13.8,2.8,0.4,21.3,7.2,170475,183750,214725,201000,175000,196500,182500,205000,200000,92,134,128,60,45,59,47,62,57,1717,1033,936,174,607,1207,792,366,4159,367,1919,68.4,8.8,31.6
551,E02000552,Hounslow 027,5931,357,1252,564,162,2335,71.8,4.3,15.1,6.8,2.0,28.2,5931,2335,71.8,28.2,2816,450,86.2,13.8,4707,69,320,8,608,160,32,1840,522,56.9,0.8,3.9,0.1,7.4,1.9,0.4,22.3,6.3,165000,184000,213000,199975,184000,203500,210000,212000,217000,182,246,221,104,83,118,99,85,109,1267,1089,1024,205,718,1493,657,291,4662,242,1436,76.5,5.2,23.5
552,E02000553,Hounslow 028,4871,297,903,375,159,1734,73.7,4.5,13.7,5.7,2.4,26.3,5114,1491,77.4,22.6,2342,263,89.9,10.1,3539,51,205,9,610,162,25,1513,491,53.6,0.8,3.1,0.1,9.2,2.5,0.4,22.9,7.4,186750,201000,230000,220000,200000,205000,229000,224500,235000,108,103,153,63,64,59,68,76,87,1273,814,827,171,547,1113,444,236,3463,222,1324,72.3,6.4,27.7
553,E02006792,Hounslow 029,6350,427,983,319,314,2043,75.7,5.1,11.7,3.8,3.7,24.3,4836,3557,57.6,42.4,3404,631,84.4,15.6,4249,159,200,82,525,35,58,2377,708,50.6,1.9,2.4,1.0,6.3,0.4,0.7,28.3,8.4,275000,290000,375000,400000,375000,420000,348000,411000,490000,179,289,202,96,91,135,147,133,139,663,436,566,79,675,4055,769,337,5239,222,1420,78.7,4.2,21.3
554,E02000554,Islington 001,5561,690,694,1820,417,3621,60.6,7.5,7.6,19.8,4.5,39.4,5951,3231,64.8,35.2,3605,621,85.3,14.7,3718,74,84,90,1040,16,46,2522,1592,40.5,0.8,0.9,1.0,11.3,0.2,0.5,27.5,17.3,230250,233000,250000,301500,285000,310000,315000,298550,320000,94,160,135,64,58,69,67,70,89,1425,757,782,76,735,2957,634,499,4824,499,2264,68.1,10.3,31.9
555,E02000555,Islington 002,6404,644,712,1356,292,3004,68.1,6.8,7.6,14.4,3.1,31.9,6307,3101,67.0,33.0,3473,513,87.1,12.9,3861,79,90,150,847,24,45,2740,1572,41.0,0.8,1.0,1.6,9.0,0.3,0.5,29.1,16.7,266000,285000,309950,285000,280000,353000,375100,357000,375000,127,160,157,130,80,101,101,123,95,1301,716,717,78,738,3532,591,642,5216,424,2094,71.4,8.1,28.6
556,E02000556,Islington 003,6628,700,876,1513,291,3380,66.2,7.0,8.8,15.1,2.9,33.8,6555,3453,65.5,34.5,3870,691,84.8,15.2,3785,118,115,81,949,25,51,3245,1639,37.8,1.2,1.1,0.8,9.5,0.2,0.5,32.4,16.4,226000,249500,285000,330000,292750,320000,335000,319950,360000,168,202,203,81,78,119,115,141,125,1312,675,739,88,836,4064,678,613,6029,467,2028,74.8,7.7,25.2
557,E02000557,Islington 004,5571,625,640,1019,269,2553,68.6,7.7,7.9,12.5,3.3,31.4,5295,2829,65.2,34.8,3392,537,86.3,13.7,3427,104,83,121,631,17,55,2332,1354,42.2,1.3,1.0,1.5,7.8,0.2,0.7,28.7,16.7,225000,235000,283500,300000,260000,310000,327500,390000,394240,111,142,118,66,81,97,84,71,109,1285,559,639,61,698,3086,518,479,4692,418,1736,73.0,8.9,27.0
558,E02000558,Islington 005,4270,731,956,2449,464,4600,48.1,8.2,10.8,27.6,5.2,51.9,5107,3763,57.6,42.4,2846,934,75.3,24.7,3466,84,71,40,1916,15,44,1648,1586,39.1,0.9,0.8,0.5,21.6,0.2,0.5,18.6,17.9,239600,210000,245000,247498,199000,250000,250000,240475,304973,89,79,75,36,20,43,37,110,56,1868,749,714,69,670,2049,685,589,4109,548,2299,64.1,13.3,35.9
559,E02000559,Islington 006,6369,512,732,964,201,2409,72.6,5.8,8.3,11.0,2.3,27.4,5993,2785,68.3,31.7,3431,451,88.4,11.6,3462,67,67,68,703,28,42,2835,1506,39.4,0.8,0.8,0.8,8.0,0.3,0.5,32.3,17.2,358750,383000,400000,395000,370000,402500,420000,436000,500000,108,141,146,105,256,210,171,149,183,849,383,493,53,675,4533,448,565,5661,269,1522,78.8,4.8,21.2
560,E02000560,Islington 007,4825,467,768,720,296,2251,68.2,6.6,10.9,10.2,4.2,31.8,4136,2940,58.5,41.5,2615,562,82.3,17.7,2579,112,109,56,636,22,28,2338,1196,36.4,1.6,1.5,0.8,9.0,0.3,0.4,33.0,16.9,235000,270750,311000,300000,250000,275000,315000,330000,375000,115,134,144,61,147,109,89,129,89,914,407,437,54,706,3138,584,899,4443,303,1547,74.2,6.8,25.8
561,E02000561,Islington 008,6082,483,534,484,163,1664,78.5,6.2,6.9,6.2,2.1,21.5,5371,2375,69.3,30.7,3076,337,90.1,9.9,2627,99,67,180,327,20,45,3207,1174,33.9,1.3,0.9,2.3,4.2,0.3,0.6,41.4,15.2,250000,312000,360000,345000,337500,370000,406000,425000,549950,136,189,147,63,82,103,117,108,77,682,427,499,61,633,3834,414,775,4636,234,1676,73.4,5.0,26.6
562,E02000562,Islington 009,5595,482,533,1045,279,2339,70.5,6.1,6.7,13.2,3.5,29.5,5424,2510,68.4,31.6,3133,461,87.2,12.8,3214,66,51,71,789,30,42,2454,1217,40.5,0.8,0.6,0.9,9.9,0.4,0.5,30.9,15.3,268000,327475,330000,403750,329200,395000,425000,385000,540000,149,196,151,70,96,109,92,111,153,1101,503,519,67,527,3350,429,436,4479,350,1628,73.3,7.8,26.7
563,E02000563,Islington 010,5585,592,653,1381,275,2901,65.8,7.0,7.7,16.3,3.2,34.2,5529,2957,65.2,34.8,3084,568,84.4,15.6,3574,81,76,66,863,19,41,2373,1393,42.1,1.0,0.9,0.8,10.2,0.2,0.5,28.0,16.4,205000,223000,247250,267500,250000,276200,310750,302000,305000,92,130,136,45,73,70,76,83,73,1536,723,712,89,733,2712,557,738,4507,418,2153,67.7,9.3,32.3
564,E02000564,Islington 011,6982,747,1120,1262,377,3506,66.6,7.1,10.7,12.0,3.6,33.4,6395,4093,61.0,39.0,4170,834,83.3,16.7,4157,99,119,86,999,23,36,3225,1744,39.6,0.9,1.1,0.8,9.5,0.2,0.3,30.7,16.6,250000,288640,325438,350000,280000,320000,374750,378476,407000,203,414,252,308,103,125,118,178,140,1250,630,669,87,830,4937,716,909,6755,428,2083,76.4,6.3,23.6
565,E02000565,Islington 012,5090,634,595,1469,399,3097,62.2,7.7,7.3,17.9,4.9,37.8,5244,2943,64.1,35.9,3056,554,84.7,15.3,3139,49,43,50,1128,34,44,2331,1369,38.3,0.6,0.5,0.6,13.8,0.4,0.5,28.5,16.7,250000,265000,322500,310000,270000,320000,335000,325000,373750,115,123,162,54,47,88,72,59,66,1248,593,621,67,529,2991,537,636,4380,378,1888,69.9,8.6,30.1
566,E02000566,Islington 013,6309,511,536,617,191,1855,77.3,6.3,6.6,7.6,2.3,22.7,5590,2574,68.5,31.5,3289,373,89.8,10.2,3152,83,57,91,505,9,36,2900,1331,38.6,1.0,0.7,1.1,6.2,0.1,0.4,35.5,16.3,318000,375000,421350,367500,390000,499950,450000,567500,550171,129,179,210,108,154,145,152,128,105,808,409,490,58,540,4200,431,425,5171,269,1479,77.8,5.2,22.2
567,E02000567,Islington 014,7504,765,639,1103,347,2854,72.4,7.4,6.2,10.6,3.4,27.6,7226,3132,69.8,30.2,4423,514,89.6,10.4,4226,81,64,91,742,23,41,3396,1694,40.8,0.8,0.6,0.9,7.2,0.2,0.4,32.8,16.4,250000,303000,356800,362000,315000,372250,415000,416000,437000,185,251,230,93,185,176,174,151,175,1470,674,672,96,717,4531,574,535,6303,431,2006,75.9,6.8,24.1
568,E02000568,Islington 015,5972,654,1127,1512,360,3653,62.0,6.8,11.7,15.7,3.7,38.0,5843,3782,60.7,39.3,3309,754,81.4,18.6,4008,140,92,35,1276,28,49,2447,1550,41.6,1.5,1.0,0.4,13.3,0.3,0.5,25.4,16.1,226000,204000,264000,325000,237500,280000,323000,350000,383975,59,101,121,89,44,69,86,129,104,1937,949,808,104,940,2579,791,1360,4531,468,3157,58.9,10.3,41.1
569,E02000569,Islington 016,7253,595,709,1130,335,2769,72.4,5.9,7.1,11.3,3.3,27.6,6960,3062,69.4,30.6,4186,559,88.2,11.8,4234,59,67,78,858,36,31,3015,1644,42.2,0.6,0.7,0.8,8.6,0.4,0.3,30.1,16.4,298750,330000,382500,367000,377500,409950,425000,492500,482000,136,161,177,79,80,115,102,90,95,1583,754,724,91,650,3971,540,469,5613,456,2203,71.8,8.1,28.2
570,E02000570,Islington 017,7001,456,542,470,146,1614,81.3,5.3,6.3,5.5,1.7,18.7,6079,2536,70.6,29.4,3753,366,91.1,8.9,3540,91,76,137,273,31,50,3115,1302,41.1,1.1,0.9,1.6,3.2,0.4,0.6,36.2,15.1,351500,387500,495000,490000,485000,485000,486500,582500,657500,165,223,193,100,127,313,176,124,138,732,409,519,61,642,4679,396,478,5650,299,1559,78.4,5.3,21.6
571,E02000571,Islington 018,5742,455,600,933,301,2289,71.5,5.7,7.5,11.6,3.7,28.5,5631,2400,70.1,29.9,3361,416,89.0,11.0,3546,39,59,49,770,22,40,2342,1164,44.2,0.5,0.7,0.6,9.6,0.3,0.5,29.2,14.5,353600,297000,346500,330400,325000,533000,375000,451250,475500,111,143,146,129,101,102,103,161,108,1480,572,641,88,532,2939,453,413,4484,409,1850,70.8,9.1,29.2
572,E02000572,Islington 019,4762,497,1471,1444,397,3809,55.6,5.8,17.2,16.8,4.6,44.4,5085,3486,59.3,40.7,2842,648,81.4,18.6,3386,139,125,22,1531,27,35,1870,1436,39.5,1.6,1.5,0.3,17.9,0.3,0.4,21.8,16.8,231375,238500,250000,319500,265000,295000,289500,312250,346250,52,70,66,130,44,46,44,46,41,1753,713,715,72,810,2184,683,1246,3875,431,2617,59.7,11.1,40.3
573,E02000573,Islington 020,6898,437,697,482,160,1776,79.5,5.0,8.0,5.6,1.8,20.5,5696,2978,65.7,34.3,3713,491,88.3,11.7,3682,95,88,119,337,31,23,2943,1356,42.4,1.1,1.0,1.4,3.9,0.4,0.3,33.9,15.6,373360,460000,480000,494500,500000,571150,555000,585000,665000,218,227,184,144,122,149,146,155,109,901,416,436,53,496,4773,540,648,5572,296,1684,76.8,5.3,23.2
574,E02000574,Islington 021,5868,531,1085,782,235,2633,69.0,6.2,12.8,9.2,2.8,31.0,5087,3414,59.8,40.2,3275,565,85.3,14.7,3409,121,91,75,589,21,39,2570,1586,40.1,1.4,1.1,0.9,6.9,0.2,0.5,30.2,18.7,311250,317000,385000,397500,380000,482500,455000,554500,610000,144,145,130,77,105,104,86,94,112,1108,519,551,72,888,3793,573,1292,4891,315,2249,68.5,6.4,31.5
575,E02000575,Islington 022,8216,554,1751,999,369,3673,69.1,4.7,14.7,8.4,3.1,30.9,6981,4908,58.7,41.3,4579,1004,82.0,18.0,4600,123,268,102,861,44,53,3630,2208,38.7,1.0,2.3,0.9,7.2,0.4,0.4,30.5,18.6,335000,365000,465000,420575,475000,455000,446500,587500,625500,238,307,277,208,202,181,190,164,164,1360,633,715,99,1525,5330,947,2597,6742,374,3453,66.1,5.5,33.9
576,E02000576,Islington 023,6028,577,1064,1340,379,3360,64.2,6.1,11.3,14.3,4.0,35.8,5610,3778,59.8,40.2,3570,752,82.6,17.4,4087,114,146,57,951,24,51,2433,1525,43.5,1.2,1.6,0.6,10.1,0.3,0.5,25.9,16.2,270000,308000,375000,370000,315000,430000,441600,448250,585000,98,123,174,61,81,160,155,208,214,1545,773,740,99,854,3114,715,1315,4925,476,2486,66.5,9.7,33.5
577,E02000577,Kensington and Chelsea 001,3155,538,659,1759,1088,4044,43.8,7.5,9.2,24.4,15.1,56.2,3843,3356,53.4,46.6,2471,692,78.1,21.9,3452,52,39,33,1897,8,24,1062,632,48.0,0.7,0.5,0.5,26.4,0.1,0.3,14.8,8.8,240000,271250,295000,345600,291000,229588,320000,327500,458500,19,16,31,20,24,40,17,26,42,1430,628,645,70,587,1583,794,374,3389,468,2010,62.8,13.8,37.2
578,E02000578,Kensington and Chelsea 002,3219,507,472,991,609,2579,55.5,8.7,8.1,17.1,10.5,44.5,3643,2155,62.8,37.2,2003,451,81.6,18.4,2999,47,42,37,1057,9,10,1090,507,51.7,0.8,0.7,0.6,18.2,0.2,0.2,18.8,8.7,281000,360025,272500,234000,402500,482500,500000,500000,474000,17,28,32,9,24,58,23,27,25,1184,555,575,71,467,1223,478,297,2645,356,1595,62.4,13.5,37.6
579,E02000579,Kensington and Chelsea 003,5933,602,578,923,580,2683,68.9,7.0,6.7,10.7,6.7,31.1,5249,3367,60.9,39.1,3376,637,84.1,15.9,4544,111,45,107,861,16,56,2045,831,52.7,1.3,0.5,1.2,10.0,0.2,0.6,23.7,9.6,330000,355000,527500,420000,467500,535000,497000,660000,625000,131,195,134,67,78,111,86,116,105,1105,593,653,70,714,3258,715,414,4787,359,1922,71.4,7.5,28.6
580,E02000580,Kensington and Chelsea 004,5473,709,618,1289,566,3182,63.2,8.2,7.1,14.9,6.5,36.8,4893,3762,56.5,43.5,3723,794,82.4,17.6,4088,132,52,105,934,8,64,2350,922,47.2,1.5,0.6,1.2,10.8,0.1,0.7,27.2,10.7,286250,433750,475000,510000,437500,620000,550000,600000,655000,120,158,131,52,74,81,95,71,87,1063,632,709,86,758,3431,794,413,5252,492,1907,73.4,9.4,26.6
581,E02000581,Kensington and Chelsea 005,3942,507,621,1373,855,3356,54.0,6.9,8.5,18.8,11.7,46.0,4200,3098,57.6,42.4,2698,613,81.5,18.5,3821,81,19,48,1386,8,34,1156,745,52.4,1.1,0.3,0.7,19.0,0.1,0.5,15.8,10.2,292500,285500,300000,335000,640000,805000,439000,443700,415000,32,50,60,23,23,16,27,26,39,1459,625,627,80,574,1788,705,415,3372,417,2044,62.3,12.4,37.7
582,E02000582,Kensington and Chelsea 006,5969,372,682,301,335,1690,77.9,4.9,8.9,3.9,4.4,22.1,3740,3919,48.8,51.2,3100,846,78.6,21.4,3887,127,66,284,375,13,29,2013,865,50.8,1.7,0.9,3.7,4.9,0.2,0.4,26.3,11.3,440000,511250,700000,680000,595000,739061,825000,950000,980000,174,218,207,93,103,122,137,114,99,414,252,426,39,650,4037,821,522,4676,204,1544,75.2,4.4,24.8
583,E02000583,Kensington and Chelsea 007,5831,434,450,308,280,1472,79.8,5.9,6.2,4.2,3.8,20.2,4177,3126,57.2,42.8,2945,551,84.2,15.8,4098,75,39,197,345,8,31,1755,755,56.1,1.0,0.5,2.7,4.7,0.1,0.4,24.0,10.3,435000,560000,695000,1000000,592500,1015000,670000,950000,907500,129,201,131,81,106,122,121,121,130,455,306,432,26,539,3730,583,319,4211,223,1552,73.1,5.3,26.9
584,E02000584,Kensington and Chelsea 008,6430,418,735,183,412,1748,78.6,5.1,9.0,2.2,5.0,21.4,3863,4315,47.2,52.8,3151,771,80.3,19.7,4502,124,84,265,465,14,67,1898,759,55.1,1.5,1.0,3.2,5.7,0.2,0.8,23.2,9.3,685000,772500,895000,910000,981000,827500,1100000,1350000,1500000,221,268,191,121,123,140,142,129,135,314,286,487,29,581,4309,897,445,4652,172,1821,71.9,3.7,28.1
585,E02000585,Kensington and Chelsea 009,5650,485,956,378,915,2734,67.4,5.8,11.4,4.5,10.9,32.6,3752,4632,44.8,55.2,3018,901,77.0,23.0,4164,158,95,215,1026,21,40,1794,871,49.7,1.9,1.1,2.6,12.2,0.3,0.5,21.4,10.4,474000,499000,620000,770000,622500,652000,755000,690000,850000,194,217,203,59,98,107,117,97,127,497,315,473,35,601,4076,914,499,4534,253,2007,69.3,5.6,30.7
586,E02000586,Kensington and Chelsea 010,5668,359,1039,166,537,2101,73.0,4.6,13.4,2.1,6.9,27.0,2997,4772,38.6,61.4,2775,954,74.4,25.6,4248,179,123,215,589,20,46,1572,777,54.7,2.3,1.6,2.8,7.6,0.3,0.6,20.2,10.0,670000,695000,945578,930000,980000,1050000,1115000,1673000,1500000,205,261,176,100,99,149,129,102,105,271,197,390,31,718,3990,946,819,4235,159,1986,68.1,3.8,31.9
587,E02000587,Kensington and Chelsea 011,5549,410,876,93,595,1974,73.8,5.4,11.6,1.2,7.9,26.2,3073,4450,40.8,59.2,2636,900,74.5,25.5,4177,136,82,176,705,7,46,1427,767,55.5,1.8,1.1,2.3,9.4,0.1,0.6,19.0,10.2,456750,565000,809000,844500,945000,1075000,925000,1175000,1625000,180,225,154,80,111,119,119,111,123,346,197,425,23,500,3919,880,482,3914,148,1920,67.1,3.8,32.9
588,E02000588,Kensington and Chelsea 012,6470,347,716,112,514,1689,79.3,4.3,8.8,1.4,6.3,20.7,3182,4977,39.0,61.0,3251,1207,72.9,27.1,4693,144,55,332,569,17,28,1408,913,57.5,1.8,0.7,4.1,7.0,0.2,0.3,17.3,11.2,750000,867000,1100000,1000000,1035000,1325000,1423700,1620000,2250000,266,332,282,134,138,147,157,139,197,356,303,460,20,618,4240,1129,617,4745,142,1966,70.7,3.0,29.3
589,E02000589,Kensington and Chelsea 013,5474,438,1579,287,666,2970,64.8,5.2,18.7,3.4,7.9,35.2,2844,5600,33.7,66.3,3022,1400,68.3,31.7,4199,277,100,184,766,21,40,1980,877,49.7,3.3,1.2,2.2,9.1,0.2,0.5,23.4,10.4,415000,514000,665000,607500,645000,780000,827500,895000,1100000,203,259,261,110,125,165,174,133,167,392,249,408,38,952,4311,1044,1271,4710,284,2393,66.3,6.0,33.7
590,E02000590,Kensington and Chelsea 014,4993,411,786,323,502,2022,71.2,5.9,11.2,4.6,7.2,28.8,3201,3814,45.6,54.4,2829,1061,72.7,27.3,3922,111,57,149,748,11,48,1218,751,55.9,1.6,0.8,2.1,10.7,0.2,0.7,17.4,10.7,331250,365000,405000,497500,580000,550000,784453,547500,957500,190,243,197,89,137,117,123,106,142,753,412,513,57,525,3011,820,574,3718,239,1869,66.5,6.4,33.5
591,E02000591,Kensington and Chelsea 015,4029,396,1138,395,811,2740,59.5,5.9,16.8,5.8,12.0,40.5,2704,4065,39.9,60.1,2455,1134,68.4,31.6,3167,141,85,74,1137,14,64,1425,662,46.8,2.1,1.3,1.1,16.8,0.2,0.9,21.1,9.8,334000,400000,375000,497500,430000,562500,550000,700000,708000,148,158,219,70,57,100,107,89,90,568,399,449,50,563,3046,843,601,3944,306,1739,69.4,7.8,30.6
592,E02000592,Kensington and Chelsea 016,5360,328,712,89,272,1401,79.3,4.9,10.5,1.3,4.0,20.7,2548,4213,37.7,62.3,2558,1025,71.4,28.6,3959,80,67,194,327,11,20,1346,757,58.6,1.2,1.0,2.9,4.8,0.2,0.3,19.9,11.2,577500,652000,810000,850000,867500,997500,1100000,1292500,1400000,222,241,244,98,128,146,149,140,128,211,169,269,11,565,3775,788,574,3941,126,1541,71.9,3.2,28.1
593,E02000593,Kensington and Chelsea 017,5724,410,820,274,396,1900,75.1,5.4,10.8,3.6,5.2,24.9,3169,4455,41.6,58.4,2914,1153,71.6,28.4,4315,101,88,100,493,12,41,1703,771,56.6,1.3,1.2,1.3,6.5,0.2,0.5,22.3,10.1,378825,435000,575000,600000,596000,605000,582500,795000,776000,223,283,253,130,140,155,190,124,166,409,277,418,46,658,3824,964,535,4698,262,1595,74.7,5.6,25.3
594,E02000594,Kensington and Chelsea 018,6137,259,434,160,262,1115,84.6,3.6,6.0,2.2,3.6,15.4,4004,3248,55.2,44.8,3041,669,82.0,18.0,4798,70,43,172,278,16,23,1155,697,66.2,1.0,0.6,2.4,3.8,0.2,0.3,15.9,9.6,550000,585000,735000,900000,837500,1160000,895000,1175000,1256250,197,240,213,112,136,153,133,132,118,570,303,545,47,613,3545,697,276,4000,160,1590,71.6,4.0,28.4
595,E02000595,Kensington and Chelsea 019,6075,273,483,175,325,1256,82.9,3.7,6.6,2.4,4.4,17.1,3755,3576,51.2,48.8,3001,746,80.1,19.9,4608,79,38,180,365,6,23,1307,725,62.9,1.1,0.5,2.5,5.0,0.1,0.3,17.8,9.9,592500,640000,720000,847500,745000,910000,975000,900000,973500,180,270,205,102,121,140,135,129,148,446,288,539,44,633,3524,829,354,4055,167,1722,70.2,4.1,29.8
596,E02000596,Kensington and Chelsea 020,6378,286,678,147,293,1404,82.0,3.7,8.7,1.9,3.8,18.0,3948,3834,50.7,49.3,2841,764,78.8,21.2,4507,108,94,181,333,16,19,1764,760,57.9,1.4,1.2,2.3,4.3,0.2,0.2,22.7,9.8,487500,550000,630000,645000,675000,692500,747500,765000,1012500,208,217,249,80,121,168,180,171,144,322,230,496,28,1019,3804,818,949,4404,157,1965,69.1,3.6,30.9
597,E02000597,Kensington and Chelsea 021,4558,497,829,607,639,2572,63.9,7.0,11.6,8.5,9.0,36.1,3953,3177,55.4,44.6,2718,741,78.6,21.4,3857,114,73,72,1156,7,25,1201,625,54.1,1.6,1.0,1.0,16.2,0.1,0.4,16.8,8.8,357500,467500,499950,525000,675000,640000,630000,619000,647500,106,144,127,71,52,60,96,82,102,984,514,644,51,625,2307,803,368,3635,339,1875,66.0,9.3,34.0
598,E02000598,Kingston upon Thames 001,6443,379,765,92,158,1394,82.2,4.8,9.8,1.2,2.0,17.8,5955,1882,76.0,24.0,2758,243,91.9,8.1,4341,94,197,31,266,47,35,2181,645,55.4,1.2,2.5,0.4,3.4,0.6,0.4,27.8,8.2,295000,348750,379975,404000,369950,422000,440000,445000,544975,133,194,158,75,103,123,97,79,94,638,533,684,125,637,2979,388,250,4071,147,1381,74.7,3.6,25.3
599,E02000599,Kingston upon Thames 002,4630,324,1647,208,461,2640,63.7,4.5,22.7,2.9,6.3,36.3,4360,2910,60.0,40.0,2019,349,85.3,14.7,3560,105,442,110,939,67,39,1410,598,49.0,1.4,6.1,1.5,12.9,0.9,0.5,19.4,8.2,510000,649000,612500,925000,615000,777500,750000,800000,960000,105,147,145,58,69,75,63,81,73,589,416,641,61,859,2741,599,870,3359,109,1969,63.0,3.2,37.0
600,E02000600,Kingston upon Thames 003,5912,376,1287,275,375,2313,71.9,4.6,15.6,3.3,4.6,28.1,5437,2788,66.1,33.9,2863,491,85.4,14.6,3972,106,275,52,612,131,51,2302,724,48.3,1.3,3.3,0.6,7.4,1.6,0.6,28.0,8.8,217000,236050,262500,250000,280000,332000,287500,351000,314500,157,236,223,90,101,126,121,101,133,618,452,649,77,982,3293,522,904,4484,207,1648,73.1,4.6,26.9
601,E02000601,Kingston upon Thames 004,8205,537,1137,199,331,2204,78.8,5.2,10.9,1.9,3.2,21.2,7592,2817,72.9,27.1,3801,444,89.5,10.5,5203,88,240,60,603,67,63,3199,886,50.0,0.8,2.3,0.6,5.8,0.6,0.6,30.7,8.5,284950,297500,328750,330000,353000,370000,343750,413485,424000,297,325,288,143,139,208,218,160,214,753,574,798,103,951,4435,505,840,5822,240,1857,75.8,4.1,24.2
602,E02000602,Kingston upon Thames 005,6705,430,1405,516,334,2685,71.4,4.6,15.0,5.5,3.6,28.6,6383,3007,68.0,32.0,3432,565,85.9,14.1,4413,122,334,41,649,124,46,2951,710,47.0,1.3,3.6,0.4,6.9,1.3,0.5,31.4,7.6,235000,232475,276750,282000,250000,274500,299000,302475,327500,213,292,282,80,104,136,121,120,136,1190,730,795,86,1347,3020,643,1449,5156,301,2184,70.2,5.8,29.8
603,E02000603,Kingston upon Thames 006,5002,336,1907,311,304,2858,63.6,4.3,24.3,4.0,3.9,36.4,5053,2807,64.3,35.7,2310,488,82.6,17.4,3956,128,597,14,759,88,40,1747,531,50.3,1.6,7.6,0.2,9.7,1.1,0.5,22.2,6.8,227500,240625,275000,270000,250000,273500,265000,262500,300000,125,158,170,51,59,52,61,76,84,1143,643,769,110,790,2011,654,654,4072,296,1668,70.9,7.3,29.1
